<<<<<<< HEAD
-6.469417523254039e+107 3049.825022114102
-1.4843880092157244e+108 3153.265241171167
-3.40588276144393e+108 3150.205403979354
-7.814693538807148e+108 3291.634803590682
-1.7930574650662287e+109 3292.998514945827
-4.114115361100242e+109 3322.526508707866
-9.439711517453118e+109 3469.041786573065
-2.16591285638881e+110 3445.8776067736553
-4.969620621135293e+110 3514.4591646371446
-1.1402642098533106e+111 3651.1350203863663
-2.6163012579728227e+111 3743.4617414380677
-6.003022995302778e+111 3797.1406832208613
-1.377375215194284e+112 3885.205880043056
-3.160345187609617e+112 3808.7883910193054
-7.251315106202526e+112 3896.768715182875
-1.663792011568583e+113 3991.468863439629
-3.8175197425796664e+113 4107.18614933621
-8.759181967249631e+113 4186.259730055945
-2.0097674382568045e+114 4228.318374738029
-4.611349748161026e+114 4360.446743879152
-1.0580600568545787e+115 4370.5880875069715
-2.4276863500920955e+115 4469.554259861744
-5.570251873928848e+115 4560.101370469509
-1.2780772086901091e+116 4472.356683823366
-2.9325089571236252e+116 4611.2820626563025
-6.728551863016133e+116 4758.194775204198
-1.5438455887174734e+117 4795.425174114753
-3.542306354065903e+117 4887.362166651673
-8.127713288010676e+117 5004.630242280106
-1.8648788864995017e+118 4906.526696733041
-4.278907409839053e+118 5029.739450752626
-9.81782181916533e+118 5054.260866723146
-2.2526691054645756e+119 5066.357726603537
-5.168680173853456e+119 5286.882904206694
-1.1859378137152642e+120 5336.9532403764815
-2.721097941239374e+120 5404.744987170159
-6.243475770977398e+120 5308.5294756845
-1.432546367111917e+121 5426.018336470669
-3.2869337036031885e+121 5478.922317955679
-7.541768573720813e+121 5580.252067489066
-1.7304356688792358e+122 5663.978570478993
-3.970431570339481e+122 5783.023394880401
-9.11003346628808e+122 5687.643419646161
-2.0902692386609435e+123 5928.150732605229
-4.796058660224065e+123 5946.04176691195
-1.1004409502311663e+124 5928.21593446321
-2.5249280101363427e+124 6127.0972137694935
-5.793369880530018e+124 6171.04090081186
-1.3292709510090163e+125 6094.372400342233
-3.04997142877879e+125 6353.5311193068865
-6.998065901692782e+125 6377.744260966363
-1.6056847583009654e+126 6400.80234975053
-3.684194432087837e+126 6292.788033155883
-8.453271131370406e+126 6314.456542507642
-1.9395771351829848e+127 6467.796198401981
-4.450300250472107e+127 6639.717408323239
-1.021107743543472e+128 6586.664366309623
-2.342900400515294e+128 6718.609570812764
-5.375713112982608e+128 6845.903043333455
-1.2334408866351005e+129 6873.873421353151
-2.830092285150011e+129 6937.348943108292
-6.493559950258976e+129 6763.835670065799
-1.489927415047962e+130 6807.2577343929825
-3.4185927582342084e+130 6847.013210761092
-7.84385623663094e+130 6878.099695477902
-1.799748756640844e+131 6992.670021669526
-4.129468324398442e+131 7030.3601682898825
-9.474938420870408e+131 7293.328466944268
-2.1739955613381307e+132 7294.236857518874
-4.988166139747555e+132 7198.725719140753
-1.1445194222203867e+133 7347.482983380355
-2.626064712243088e+133 7303.477106009678
-6.025424941683907e+133 7455.892344412713
-1.382515273085387e+134 7436.194348312585
-3.172138892796835e+134 7366.933952431588
-7.278375401045463e+134 7493.359523456784
-1.6700009132272432e+135 7501.413003728979
-3.831765877010451e+135 7320.435418411089
-8.791869285776718e+135 7573.1487626084
-2.0172674432418928e+136 7505.821200705024
-4.628558279576577e+136 7742.003584647507
-1.062008501609866e+137 7549.575766370251
-2.436745935485575e+137 7690.372826552818
-5.591038814759624e+137 7703.422463146398
-1.2828467085108533e+138 7795.242242337704
-2.9434524281833013e+138 7775.129063204071
-6.753661321729831e+138 7736.57007046361
-1.5496068770094315e+139 7744.437585460875
-3.555525453354947e+139 7745.1361181742195
-8.158044105903874e+139 7906.5182652903295
-1.8718381996414557e+140 7793.061288780011
-4.294875340403377e+140 7790.850162359683
-9.854459746113888e+140 7730.151537075572
-2.2610755654355818e+141 7781.794223529983
-5.1879685384335127e+141 8085.796062078242
-1.1903634698113662e+142 7834.355932417804
-2.7312524734184346e+142 8152.548970967173
-6.266775033626026e+142 7957.61651831466
-1.4378923114685574e+143 7967.747898886223
-3.2991998089711106e+143 8021.734661504316
-7.569912776290014e+143 8042.896515926258
-1.7368932698413768e+144 8217.060407351742
-3.985248337694575e+144 7964.494036740356
-9.144030084558867e+144 8202.000475047038
-2.0980696584566437e+145 8234.251407675307
-4.813956484208939e+145 8227.715096819149
-1.1045475510524468e+146 8135.309451975121
-2.5343504797726482e+146 8132.955684753557
-5.8149894481264165e+146 8094.04973653569
-1.3342314944874933e+147 8023.720083286619
-3.0613532436518867e+147 8267.536444805508
-7.024181126842512e+147 7990.543013820999
-1.6116768166170173e+148 8194.739299407041
-3.697943026119522e+148 8161.633162388494
-8.484816858711162e+148 8176.790533194951
-1.946815205571593e+149 8269.063070812912
-4.466907780989483e+149 8290.933812118985
-1.0249182904859237e+150 8339.076117125333
-2.351643583606503e+150 8276.596693554551
-5.3957740784347815e+150 8301.888392693147
-1.2380438136317675e+151 8227.068698438105
-2.840653559973577e+151 8075.666494630046
-6.517792471430756e+151 8064.91716689162
-1.495487492710466e+152 8113.416392664641
-3.4313501859050344e+152 8101.448734931718
-7.873127763155458e+152 8084.22057036013
-1.8064650186270667e+153 8387.948751390399
-4.144878581540241e+153 8286.11343408795
-9.510296783254648e+153 8260.316148824686
-2.1821084291442374e+154 8154.207238682152
-5.006780866109628e+154 8222.784620353586
-1.1487905140933988e+155 8327.63550136281
-2.635864601552704e+155 8256.242372286853
-6.047910487145376e+155 8315.140844455347
-1.3876745125290783e+156 8260.645424058455
-3.1839766094681746e+156 8283.601981020971
-7.305536678888899e+156 8321.4701359719
-1.6762329851256562e+157 8313.8834557363
-3.8460651748457243e+157 8275.700589080063
-8.824678586104899e+157 8283.46467907525
-2.024795436577128e+158 8397.572824800633
-4.645831029403146e+158 8192.581018045275
-1.0659716810826057e+159 8016.590702772259
-2.4458393292363395e+159 8144.004022627143
-5.6119033278292994e+159 8025.407998919412
-1.2876340070439017e+160 8295.660189193959
-2.954436737842479e+160 8189.391987636678
-6.77886448335758e+160 8124.43317626478
-1.5553896651476343e+161 8121.150428551704
-3.568793883381806e+161 8281.609729821388
-8.188488111662033e+161 8197.504210620096
-1.8788234833918815e+162 8074.337760183929
-4.310902859732329e+162 8058.663239636823
-9.891234397655322e+162 8352.57685809669
-2.269513396445093e+163 8017.131851221779
-5.2073288828992806e+163 8332.696790175667
-1.1948056414714845e+164 7979.899203940739
-2.741444900052604e+164 8258.645356116447
-6.290161243939689e+164 7972.855069380515
-1.4432582057002746e+165 8088.8820685658175
-3.31151168871554e+165 8119.308307033622
-7.598162006762225e+165 8019.788797121737
-1.7433749691337468e+166 8025.69356727707
-4.000120397929291e+166 8038.713359072663
-9.178153570646132e+166 8164.191108214735
-2.1058991876837355e+167 7924.416430252769
-4.831921098891365e+167 8063.545601959051
-1.1086694767944357e+168 8152.126392929163
-2.5438081119695085e+168 7931.967103332183
-5.836689695139582e+168 8058.977495155581
-1.3392105496107065e+169 8181.723159512111
-3.0727775329260844e+169 8085.606531024733
-7.05039380820289e+169 7944.845354828914
-1.6176912359617078e+170 7860.482993592198
-3.7117429268456124e+170 8053.031926380527
-8.516480307688673e+170 8126.581206647598
-1.954080286828706e+171 7880.628815928686
-4.48357728711623e+171 8001.9675980460715
-1.028743057541868e+172 7871.5426589604085
-2.3604193943119954e+172 7815.129611071359
-5.4159099069472496e+172 7926.304400078878
-1.2426639177280167e+173 7917.187123428245
-2.8512542471253176e+173 7835.651521725196
-6.542115422980769e+173 7848.522248352387
-1.5010683193459085e+174 8023.411828849372
-3.4441552214579043e+174 7960.831944690522
-7.902508524505207e+174 7869.827522714779
-1.813206344208919e+175 7899.735852179782
-4.1603463463335194e+175 7987.637636315181
-9.545787095181467e+175 7828.107194301674
-2.1902515723682037e+176 7797.160100721635
-5.0254650584894414e+176 7996.020669498786
-1.1530775447311316e+177 7792.490866021346
-2.6457010618691345e+177 8026.429352574374
-6.070479943660359e+177 7980.375844421962
-1.392853005106646e+178 7728.575420254084
-3.1958585018647068e+178 7922.397240206433
-7.332799316578933e+178 7824.743598808697
-1.6824883137300038e+179 7752.599615706256
-3.860417834479488e+179 7950.501980956241
-8.857610323443128e+179 7663.594612184046
-2.0323515227088084e+180 7673.697734119372
-4.663168237289562e+180 7593.253884973323
-1.0699496502594864e+181 7767.607952839057
-2.4549666575096606e+181 7560.861532566145
-5.63284570262022e+181 7762.738688225936
-1.2924391707100903e+182 7599.07876557712
-2.965462038501728e+182 7713.927672219256
-6.804161697577811e+182 7732.515249746584
-1.561194033364726e+183 7656.080566447386
-3.582111828237822e+183 7486.98414538452
-8.219045727677087e+183 7760.533607406491
-1.8858348346673125e+184 7803.027353265591
-4.326990190197922e+184 7505.730878088947
-9.928146284015387e+184 7553.031924202136
-2.2779827155628453e+185 7708.967347402601
-5.226761475863677e+185 7747.228143837663
-1.1992643903280292e+186 7605.250001103234
-2.7516753625555563e+186 7423.595765751322
-6.313634726387727e+186 7537.301212435369
-1.4486441242555632e+187 7726.439022885016
-3.3238695136562646e+187 7665.297754393964
-7.626516657078213e+187 7429.038527114944
-1.7498808566859524e+188 7411.849055589212
-4.015047957384353e+188 7363.380189626326
-9.212404397992337e+188 7552.39454641673
-2.113757934972139e+189 7469.150480210662
-4.849952753519363e+189 7425.996886426152
-1.1128067846463263e+190 7636.902604732609
-2.553301037945774e+190 7643.023295480982
-5.858470922647145e+190 7592.73370185017
-1.3442081854599945e+191 7614.387027391414
-3.084244455106396e+191 7514.110295547061
-7.076704309458809e+191 7595.494504907817
-1.6237280997814195e+192 7477.120003668653
-3.7255943257312745e+192 7287.904247098661
-8.548261917613887e+192 7353.942227631357
-1.9613724797528737e+193 7536.476826480396
-4.500309000131527e+193 7511.035951877821
-1.0325820977776036e+194 7328.173600980425
-2.3692279543907646e+194 7273.3621512008995
-5.436120877892288e+194 7312.928529364608
-1.2473012630249595e+195 7186.053481569516
-2.8618944936832683e+195 7418.141891797969
-6.566529142375055e+195 7394.409570561058
-1.5066699723848372e+196 7224.590581768747
-3.457008042554834e+196 7169.890115173322
-7.931998928320234e+196 7271.57936439732
-1.8199728269181595e+197 7395.687659718042
-4.175871833384029e+197 7154.896957513375
-9.58140984905718e+197 7181.015549373525
-2.1984251039911487e+198 7276.396152829009
-5.04421897611871e+198 7170.880770520975
-1.1573805736135065e+199 7118.917732671108
-2.655574229667236e+199 7068.136730513292
-6.093133624366231e+199 7091.4126865414155
-1.3980508226665e+200 7086.534490390913
-3.207784734840403e+200 7327.343471709534
-7.360163692367949e+200 7286.132135025816
-1.6887669858291355e+201 7139.110542841337
-3.8748240550460977e+201 6970.395184591778
-8.890664954699075e+201 7192.975394455809
-2.0399358064729973e+202 7228.880018998248
-4.680570143778956e+202 7038.106659744766
-1.0739424643323919e+203 7141.5512947587995
-2.4641280469416223e+203 6912.073352942607
-5.653866229694997e+203 6899.054365190222
-1.2972622661781193e+204 7172.113280417439
-2.976528483130338e+204 7149.266265061568
-6.829553315373868e+204 7178.942348443007
-1.5670200621927586e+205 7139.68703040282
-3.595479472701317e+205 6976.723657405042
-8.249717377917232e+205 6889.4922935496825
-1.8928723507459517e+206 7133.736961432002
-4.3431375550020116e+206 6908.665595461722
-9.9651959173239e+206 7016.8442124551275
-2.2864836402954528e+207 6799.514032800295
-5.246266586942024e+207 6821.992110340455
-1.2037397782434096e+208 6860.006001141886
-2.7619440028686926e+208 6831.159082869532
-6.337195806650332e+208 6874.058366959226
-1.4540501418607446e+209 6837.741960140985
-3.336273455250537e+209 6887.28846257925
-7.654977120641382e+209 6965.602764366651
-1.7564110227631973e+210 7013.835806365448
-4.030031223170504e+210 6822.042079496184
-9.246783041806731e+210 6908.28476099077
-2.12164600935716e+211 6798.392942116249
-4.868051698271096e+211 6848.847502252139
-1.1169595320107316e+212 6906.789959512868
-2.5628293894099797e+212 6730.703104597794
-5.8803334328502985e+212 6920.315342963681
-1.3492244713744942e+213 6919.981662566814
-3.095754169289344e+213 6702.954350920425
-7.103112995652362e+213 6671.6459266466645
-1.6297874918339415e+214 6889.424669033899
-3.739497414956186e+214 6675.519520465255
-8.580162129437183e+214 6757.294231761175
-1.9686918855188076e+215 6602.180964587202
-4.517103152177649e+215 6676.723441927477
-1.0364354644574635e+216 6552.607877126227
-2.37806938605619e+216 6668.578474426158
-5.4564072716847486e+216 6797.933460498523
-1.2519559138629242e+217 6804.301762554081
-2.872574447274338e+217 6688.5143940667185
-6.591033968339032e+217 6685.347695866896
-1.5122925295467608e+218 6510.1395387265375
-3.4699088275208526e+218 6512.673855717952
-7.96159938376185e+218 6746.228947437891
-1.8267645606355956e+219 6777.616870624245
-4.191455258098403e+219 6633.763121276092
-9.617165539125701e+219 6502.34465873601
-2.2066291374158226e+220 6748.098466345153
-5.063042879196565e+220 6710.2247498205525
-1.1616996604424167e+221 6518.110636756076
-2.6654842419311695e+221 6681.076921199028
-6.1158718435689465e+221 6544.778089895654
-1.4032680373251782e+222 6633.840798143705
-3.219755473864449e+222 6426.676354436262
-7.387630185919917e+222 6466.29699741561
-1.6950690885357847e+223 6354.805342132652
-3.8892840364230465e+223 6493.017038865144
-8.923842938485517e+223 6437.086961674856
-2.0475483930969897e+224 6525.86144282691
-4.698036990312129e+224 6339.265981735487
-1.0779501786991733e+225 6305.599569532567
-2.473323624640895e+225 6487.707131750155
-5.674965200700575e+225 6444.0628813137255
-1.3021033603654854e+226 6454.245843539246
-2.9876362252684523e+226 6486.792734821902
-6.855039689038902e+226 6366.037096366017
-1.5728678324643146e+227 6399.8456623179045
-3.608897002240174e+227 6243.278634992714
-8.280503487932835e+227 6264.553260614126
-1.899936129269025e+228 6418.070539256959
-4.3593451781793934e+228 6334.9656642898
-1.0002383811621826e+229 6447.464390876035
-2.295016288588039e+229 6244.856914781264
-5.265844486755792e+229 6388.513286604518
-1.2082318673108911e+230 6412.743338451736
-2.7722509634631054e+230 6398.730903228084
-6.360844811623055e+230 6327.260763509832
-1.4594763335210002e+231 6354.71746241585
-3.3487236855954446e+231 6141.113759946876
-7.683543792323223e+231 6179.180958869704
-1.7629655579675352e+232 6325.868407155331
-4.045070403171376e+232 6200.75723445885
-9.281289979071931e+232 6165.984725801895
-2.129563520280996e+233 6206.574160016792
-4.88621818425833e+233 6258.635308467003
-1.121127776504476e+234 6253.760148151125
-2.5723932985621616e+234 6112.258397839189
-5.9022775290779706e+234 6288.5596645175265
-1.3542594769520983e+235 6156.858725277696
-3.1073068351651594e+235 6052.670365721493
-7.129620233187883e+235 6105.464463041604
-1.635869496189624e+236 6118.343068532425
-3.7534523874171873e+236 6086.892358843425
-8.612181385754446e+236 6009.110970871381
-1.9760386056787774e+237 6213.269174405888
-4.533959976263161e+237 6009.332027695625
-1.0403032110445483e+238 6142.57716405967
-2.3869438119777154e+238 6002.4057091092845
-5.476769369785907e+238 6113.807635503451
-1.2566279348223368e+239 6006.236894020411
-2.883294256076334e+239 6144.602685632341
-6.615630240862133e+239 6180.156685828148
-1.5179360688412118e+240 6038.867291223981
-3.4828577553464405e+240 6016.536009061471
-7.99131030151822e+240 6144.266495235596
-1.8335816395923682e+241 5898.835600299375
-4.207096836687105e+241 5876.75461384163
-9.653054661475306e+241 5874.7014179171165
-2.2148637864681582e+242 5954.053546442052
-5.081937028893118e+242 5841.0865000112035
-1.166034865142543e+243 6095.353768687002
-2.6754312361562793e+243 5832.195420710432
-6.138694916747356e+243 5979.9956782448235
-1.4085047214683348e+244 5867.9275894112625
-3.231770885023508e+244 5871.5114462041165
-7.415199178315593e+244 5829.4046980725225
-1.7013947092877618e+245 6061.455752297366
-3.903797979233709e+245 5893.016277618069
-8.957144735126638e+245 5993.462411475912
-2.0551893882007588e+246 5866.20072104573
-4.715569019230872e+246 5781.404927336847
-1.0819728489644115e+247 5737.796025976369
-2.4825535181904842e+247 5868.276315933943
-5.696142908372248e+247 5988.89062993344
-1.3069625204394042e+248 5823.725397440503
-2.998785419029187e+248 5895.775478003953
-6.880621172180731e+248 5783.369934042096
-1.5787374253136232e+249 5779.251478782032
-3.6223646030143926e+249 5703.173299918077
-8.311404484862307e+249 5873.736293767556
-1.9070262682421313e+250 5853.589109116759
-4.37561328460091e+250 5795.54433057164
-1.0039710482868419e+251 5883.116490429421
-2.303580778825873e+251 5689.610838193096
